Row,Instruction,Query,Distance
185,"Write XQL query to Data Lake to get Process name does not equal internal name for LOLbin, Looking at process start events where we have the process original info","dataset = xdr_data  | filter event_type= PROCESS AND event_sub_type = PROCESS_START AND action_process_file_info != null  | alter original_name=json_extract_scalar(lowercase(action_process_file_info), ""$.original_name"")  | alter remove_exe_process = if(lowercase(action_process_image_name) CONTAINS "".exe"", replace(lowercase(action_process_image_name),"".exe"",""""),lowercase(action_process_image_name))  | alter remove_exe_internal = if(original_name CONTAINS "".exe"", replace(original_name,"".exe"",""""),original_name)  | alter remove_exe_internal = if(remove_exe_internal CONTAINS ""_exe"", replace(remove_exe_internal,""_exe"",""""),remove_exe_internal)  | filter lowercase(remove_exe_internal) != lowercase(remove_exe_process) AND lowercase(remove_exe_internal) IN (""powershell"", ""wscript"", ""cscript"", ""mshta"", ""bitsadmin"", ""certutil"", ""ftp"", ""gscript"", ""hh"", ""reg"", ""regsvr32"", ""wmic"", ""rundll32"", ""netsh"", ""cmd"", ""arp"", ""route"", ""netstat"", ""net"", ""systeminfo"", ""wevtutil"", ""whoami"", ""ipconfig"", ""tasklist"", ""sc"", ""schtasks"")  | fields action_process_image_name as Process_Name, original_name as Full_Original_Name, action_process_image_path as Process_Path, remove_exe_internal as Clean_original_Name, remove_exe_process as Clean_Process_Name  | dedup Process_Name, Full_Original_Name, Process_Path, Clean_original_Name, Clean_Process_Name by asc _time  | filter len(action_process_image_name) < 6 AND agent_os_type = AGENT_OS_WINDOWS AND action_process_image_name CONTAINS "".""  | fields action_process_image_name as process_name, action_process_image_command_line as process_cmd, action_process_image_sha256 as process_sha256, actor_process_image_name as parent_name, actor_process_command_line as parent_cmd  | dedup process_name, process_cmd, process_sha256, parent_name , parent_cmd by asc _time  | comp count (_id) as Counter by app | join (dataset = panw_ngfw_traffic_raw ) as JD app = JD.app | fields Counter , app, source_ip | sort asc Counter",0.7227310205160835
214,Write XQL query to identify any SSL certificates based on SNI that are now expired based on when they were last seen in the past month and sort by the most recent seen,"dataset = xdr_data  | filter ssl_req_chello_sni_sample contains ""paloaltonetworks""  | alter currenttime = current_time() | alter cert_expy = timestamp_seconds(to_integer(divide(to_number(json_extract_scalar(to_json_string(arrayindex(ssl_data, 0)), ""$.certificate_not_valid_after"")), 1000)))  | alter days_since_expy = timestamp_diff(currenttime, cert_expy, ""DAY"")  | filter days_since_expy >= 0  | fields _time as last_seen, ssl_req_chello_sni_sample as cert_name, cert_expy, currenttime, days_since_expy, ssl_data | dedup cert_name  | sort desc last_seen  | filter ssl_req_chello_sni_sample contains ""paloaltonetworks""  | alter currenttime = current_time() | alter cert_expy = timestamp_seconds(to_integer(divide(to_number(json_extract_scalar(to_json_string(arrayindex(ssl_data, 0)), ""$.certificate_not_valid_after"")), 1000)))  | alter days_to_expy = timestamp_diff(cert_expy , currenttime, ""DAY"")  | filter days_to_expy > 0 and days_to_expy < 90  | fields _time as last_seen, ssl_req_chello_sni_sample as cert_name, cert_expy, currenttime, days_to_expy, ssl_data | dedup cert_name  | sort desc last_seen  | bin _time span = 1d | filter event_type = ENUM.PROCESS and event_sub_type = ENUM.PROCESS_START | filter action_process_image_name = ""powershell.exe"" | alter new_time = format_timestamp(""%d.%m.%Y"",_time) | comp count(action_process_image_name ) as PowerShellInvocations by new_time | view graph type = column subtype = grouped show_callouts = `true` xaxis = new_time yaxis = PowerShellInvocations default_limit = `false`",0.722237847853386
76,"Given a list of fields that contain usernames, select the first one that is not null and display it in the username column","dataset = xdr_data 
| fields actor_primary_username,
       os_actor_primary_username,
       causality_actor_primary_username 
| alter username = coalesce(actor_primary_username,
                          os_actor_primary_username,
                          causality_actor_primary_username) ",0.7209755398044382
44,"Since the last two days until now when the query is run, return a maximum of 100 xdr_data records.","config timeframe between ""2d"" and ""now""
| dataset = xdr_data
| limit 100",0.720631014424767
110,"Write XQL query to Data Lake for Remote Ip address 72.5.65.111 sinkhole  and session not generated by popular browser, then display the result by agent_hostname, action_local_ip, action_remote_ip, action_remote_port,
dst_action_external_hostname, actor_process_image_path, actor_process_image_sha256, actor_process_command_line with deduplication, sort the result by time in desc.","preset = network_story  | filter action_remote_ip = ""72.5.65.111"" AND lowercase(actor_process_image_name) NOT IN (""chrome.exe"", ""msedge.exe"",""opera.exe"", ""firefox.exe"", ""iexplore.exe"")  | fields agent_hostname, action_local_ip, action_remote_ip, action_remote_port, dst_action_external_hostname, actor_process_image_path, actor_process_image_sha256, actor_process_command_line  | dedup agent_hostname, action_local_ip, action_remote_ip, action_remote_port, dst_action_external_hostname, actor_process_image_path, actor_process_image_sha256, actor_process_command_line by asc _time  | sort desc _time  | filter type = ""computer"" | alter dss_domain_name_lower = lowercase(domain_name), dss_name_lower = lowercase(name) | fields dss_domain_name_lower , dss_name_lower | join type = left (dataset = endpoints | alter eps_domain_lower = lowercase (domain ), eps_endpoint_name_lower = lowercase(endpoint_name ) | fields eps_domain_lower , eps_endpoint_name_lower, agent_version ) as eps dss_domain_name_lower = eps.eps_domain_lower and dss_name_lower = eps.eps_endpoint_name_lower | fields dss_domain_name_lower, dss_name_lower , agent_version | filter agent_version = NULL",0.7199691435960422
236,Write XQL query to agent dataset and find out whether XDR agents are in a Protection Pause for too long more than 5 minutes,"dataset = agent_auditing | filter description contains ""Protection successfully paused on"" OR description contains ""Protection successfully resumed on"" | dedup endpoint_id by desc received_time | filter description contains ""Protection successfully paused on"" | fields endpoint_name as PausedEndpointName, received_time as ProtectionPauseTimestamp | alter ct = current_time() | alter ProtectionPausedSeconds =timestamp_diff(ct ,ProtectionPauseTimestamp ,""SECOND"") | filter ProtectionPauseTimestamp < to_timestamp(add(to_epoch(current_time()),-300))",0.7186654843873226
9,"Write XQL query to Data Lake and return the storage_device_drive_type value from the action_file_device_info JSON field, and return the record if it is 1.","dataset = panw_ngfw_traffic_raw | filter action = \""allow\"" | comp count(_id) as total_traffic by rule_matched,action, from_zone, to_zone | fields rule_matched, action, from_zone, to_zone, total_traffic | sort desc total_traffic",0.7186205962058614
3,"Write XQL query to Data Lake, given three username fields, select the first one that is not null and display it in the default_username column, making sure to never have a default_username that is root","dataset = xdr_data | fields actor_primary_username, os_actor_primary_username, causality_actor_primary_username | alter default_username = coalesce(actor_primary_username, os_actor_primary_username, causality_actor_primary_username) | filter default_username != \""root\""",0.7182239585726047
105,Return the action_file_device_info field in JSON format.,"dataset = xdr_data 
| fields action_file_device_info as afdi 
| alter the_json_string = to_json_string(afdi) 
| filter afdi != null 
| limit 10
",0.717192958834783
237,Write XQL query to DSS dataset and shows the percentage of AD machines from domain CONTOSO with XDR agent on them and display as a single graph percentage,"dataset = pan_dss_raw | filter type = ""computer"" | filter last_logon_timestamp > add(to_epoch(date_floor(current_time(),""w"", ""Europe/Brussels"")),-604800) | comp count(name) as total_in_ad | union ( dataset = pan_dss_raw | filter type = ""computer"" | filter last_logon_timestamp > add(to_epoch(date_floor(current_time(),""w"", ""Europe/Brussels"")),-604800) | join type = left ( dataset = endpoints | filter endpoint_status not in (ENUM.DELETED ,ENUM.PARTIAL_REGISTRATION ,ENUM.UNINSTALLED ,ENUM.VDI_PENDING_LOGIN )  | filter domain ~= ""CONTOSO""  | replacenull endpoint_id = ""no_endpoint"" | comp count(endpoint_name) as total_in_ad_with_agent_deployed ) | comp first(total_in_ad_with_agent_deployed) as total_in_ad_with_agent_deployed addrawdata = true as r | arrayexpand r | alter total_in_ad = r->total_in_ad | fields total_in_ad_with_agent_deployed, total_in_ad | limit 1 | alter percentage_ad_covered = round(multiply(divide(to_integer(total_in_ad_with_agent_deployed),to_integer(total_in_ad)),100)) | view graph type = single subtype = standard header = ""Computers in AD with XDR Agent"" xaxis = total_in_ad_with_agent_deployed yaxis = percentage_ad_covered dataunit = ""%"" default_limit = `false` headerfontsize = 34",0.716886946411448
60,Save the results of a simple query to a named dataset.,"dataset = xdr_data 
| fields action_boot_time as abt
| filter abt != null
| target type=dataset abt_dataset
",0.7165505651956832
141,Write XQL query to Data Lake to detect possible PrintNightmare exploitation attempts on Windows Servers by looking for errors generated by the Print Spooler,"| dataset = xdr_data | filter event_type = PROCESS and event_sub_type = PROCESS_START and action_process_image_name = ""werfault.exe"" and actor_process_image_name = ""spoolsv.exe"" and agent_os_sub_type ~= ""^Windows Server.*"" | fields agent_hostname, action_process_image_name, actor_process_image_name, agent_os_sub_type | alter note = ""spoolsv.exe spawns werfault.exe""",0.7154619469511502
85,Return the storage_device_name value from the action_file_device_info field.,"dataset = xdr_data 
| fields action_file_device_info as afdi 
| alter sdn = json_extract(to_json_string(afdi), ""$.storage_device_name"") 
| filter afdi != null
",0.7139315724167498
235,Write XQL query to endpoints dataset and count the total number agents installed and then get the number of agents that had reported over the selected time period. It creates a percentage and populates this to a gauge graph,"dataset = endpoints | fields endpoint_id | join (dataset = xdr_data | dedup agent_id) as Agents Agents.agent_id = endpoint_id | join (dataset = endpoints ) as EP 1 = 1 | fields endpoint_id , agent_id | comp count_distinct(agent_id ) as Seen by endpoint_id | comp count_distinct(endpoint_id) as Total by Seen | alter pct = divide (Seen,Total) | alter displaypct = multiply(pct,100) | alter Percent = round(displaypct) | fields Percent | view graph type = gauge subtype = radial header = ""Percentage Of Agents Online"" yaxis = Percent maxscalerange = 100 scale_threshold(""#ff0000"",""#fcf301"",""50"",""#44ee20"",""90"")",0.7138993448613815
133,Write XQL query to hunt for ISO files dropped by browsers as the threat actor leverages ISO files as part of the exploitation attempts,"dataset = xdr_data | filter actor_process_image_name in (""chrome.exe"", ""msedge.exe"", ""firefox.exe"", ""iexplore.exe"", ""google chrome"", ""firefox"", ""safari"") and action_file_extension = ""iso"" | dedup agent_id, agent_hostname, action_file_name, action_file_path, action_file_sha256, action_file_size | fields agent_id, agent_hostname, action_file_name, action_file_path, action_file_sha256, action_file_size",0.7115919023114374
67,"Returns a final array to a field called x that is comprised of the elements [1,2].","dataset = xdr_data
| alter x = arraycreate(""1"", ""2"")
| fields x",0.710761153384305
101,Display a human-readable timestamp for the action_file_access_time field.,alter access_timestamp = timestamp_seconds(1611882205) | limit 1 ,0.7102426488136364
73,"Extract the MAC address from the agent_interface_map field. This example uses the json_extract_scalar, to_json_string, json_extract_array, and arraystring functions to extract the desired information.","dataset = xdr_data 
| alter mac = 
    arraystring (
        arraymap (
            json_extract_array (to_json_string(agent_interface_map),""$.""),
            json_extract_scalar (""@element"", ""$.mac"")
        ), "","")
",0.7072224287086314
87,Show domain names that are more than 100 characters in length.,"dataset = xdr_data 
| fields dns_query_name 
| filter len(dns_query_name) > 100 
| limit 10 ",0.7068795778826791
188,"Write XQL query to Data Lake to search for rare executions of Rundll32 from Syswow64, showing just cases that happneded 5 times or less then sort by counter in desc.","dataset = xdr_data  | filter lowercase(action_process_image_name) = ""rundll32.exe"" AND lowercase(action_process_image_path) CONTAINS ""syswow64""  | alter process_cmd = if(lowercase(action_process_image_command_line) CONTAINS ""c:\users"", replex(lowercase(action_process_image_command_line), ""c:\\users\\[a-zA-Z0-9.]*"", ""c:\\users\\USERNAME""), action_process_image_command_line)  | fields action_process_image_path as process_path, process_cmd, actor_process_image_path as parent_path, actor_process_command_line as parent_cmd, event_id, causality_actor_process_image_path as cgo_path, causality_actor_process_command_line as cgo_cmd  | comp count(event_id) as counter by process_path, process_cmd, parent_path, parent_cmd, cgo_path, cgo_cmd  | filter counter <= 5  | sort desc counter  | filter event_type = STORY and arraystring(action_app_id_transitions,""-"") not in(""ip-tcp"", ""ip-udp"","""")  | alter app_id = arraystring(action_app_id_transitions,"","")  | fields app_id, event_id  | comp count(event_id) as counter by app_id  | filter counter < 100  | sort asc counter  | view graph type = pie xaxis = app_id yaxis = counter",0.7050764737495019
62,"Returns a table with 3 columns called EVENT_ID, TOP_COUNT, and TOP_PERCENT with up to 10 unique values for event_id with the corresponding counts and percentages.","dataset = xdr_data 
| top event_id",0.704599657463779
46,"Since the last four days until the next 5 days when the query is run, return a maximum of 100 xdr_data records.","config timeframe between ""-4d"" and ""+5d""
| dataset = xdr_data
| limit 100",0.7025523519665606
134,Write XQL query to hunt for √írundll32.exe√ì loading √ídocuments.dll√ì or √íGraphicalComponent.dll√ì via command line,"dataset = xdr_data | filter action_process_image_name = ""rundll32.exe"" and action_process_image_command_line ~= "".*(Documents.dll|GraphicalComponent.dll).*"" | dedup agent_id, agent_hostname, actor_process_image_name, actor_process_image_command_line , action_process_image_name, action_process_image_command_line | fields agent_id, agent_hostname, actor_process_image_name, actor_process_image_command_line , action_process_image_name, action_process_image_command_line",0.7010741666549168
27,Returns a single integer value after approximately counting the number of distinct values in the event_id field.,"dataset = xdr_data
| fields event_id
| comp approx_count(event_id)",0.6991512173380714
66,"Count the number of unique files accessed by each user, and show a column graph of the results. This query uses comp count_distinct to calculate the number of unique files per username.","dataset = xdr_data 
| fields actor_effective_username as username, action_file_path as file_path 
| filter file_path != null and username != null 
| comp count_distinct(file_path) as file_count by username 
| view graph type = column xaxis = username yaxis = file_count
",0.6990926186780574
28,Returns the approximate boundaries for a group of distinct values in the event_id field.,"dataset = xdr_data
| fields event_id
| comp approx_quantiles(event_id, 100, true)",0.6970379219923202
108,Remove '.exe' from the end of the action_process_image_name field value.,"dataset = xdr_data 
| fields action_process_image_name as apin 
| filter apin != null 
| alter remove_exe_process = rtrim(apin, "".exe"") 
| limit 10
",0.6964050411070711
45,"Since the Unix epoch time 00:00:00 UTC on 1 January 1970 until the past 2 years when the query is run, return a maximum of 100 xdr_data records.","config timeframe between ""begin"" and ""2y""
| dataset = xdr_data
| limit 100",0.6952180056041506
50,Return the first occurrence seen by for any given actor_primary_username. field value.,"dataset = xdr_data 
| fields actor_primary_username as apu 
| filter apu != null 
| dedup apu by asc apu
",0.6944018743256496
10,"Write XQL query to Data Lake and extract the Account Name from the action_evtlog_message and use regex \""\\t\\t.*\\r\\n\"". Use the arrayindex and split functions to extract the actual account name from the array created by regextract","dataset = xdr_data | fields action_evtlog_message as aem | filter aem != null | alter account_name = arrayindex( split( arrayindex( regextract(aem, \""Account Name:\\t\\t.*\\r\\n\"") ,0) , \"":\"") ,1) | | filter account_name != null | limit 10 ",0.6943027427512084
25,"For the predefined query called ""CreateRole operation parsed to fields"", returns a maximum of 100 records, where the accessKeyId equals ""1234"".","call ""CreateRole operation parsed to fields""
| filter accessKeyId = ""1234""
| limit 100",0.693274058248402
29,Returns the approximate boundaries for a group of non-distinct values in the event_id field.,"dataset = xdr_data
| fields event_id
| comp approx_quantiles(event_id, 100)",0.6904058975916854
74,Returns a final array that is created from a merge of the arraymap by extracting the IP address from the agent_interface_map field and the first IPV4 address found in the first element of the agent_interface_map array. This example uses the to_json_string and json_extract_array functions to extract the desired information.,"dataset = xdr_data
| alter a =
arraymerge (arraymap (agent_interface_map, to_json_string (json_extract_array (to_json_string(""@element""), ""$.ipv4"") ) ) )",0.6890878352774477
21,"Then if you run an arrayexpand stage using the array_values field, with a limit of 3, the result set includes the following records:","dataset=my_dataset 
| arrayexpand array_values limit 3
",0.6888841468280673
30,"Returns an approximate count of the top 10 agent IDs in the agent_id field that appear the most frequently. The return value is an array containing 10 JSON strings with a ""value"" and ""count"".","dataset = xdr_data
| fields agent_id
| comp approx_top(agent_id, 10)",0.6823496287618087
95,Extract the Account Name from the action_evtlog_message. Use the arrayindex and split functions to extract the actual account name from the array created by regextract.,"dataset = xdr_data 
| fields action_evtlog_message as aem 
| filter aem != null 
| alter account_name = 
    arrayindex(
        split(
            arrayindex(
                regextract(aem, ""Account Name:\t\t.*\r\n"")
            ,0)
        , "":"")
    ,1) |
| filter account_name != null 
| limit 10 ",0.6811049663423046
20,"Given three username fields, use the coalesce function to return a username value in the default_username field, making sure to never have a default_username that is root.","dataset = xdr_data 
| fields actor_primary_username, 
         os_actor_primary_username, 
         causality_actor_primary_username 
| alter default_username = coalesce(actor_primary_username, 
                                    os_actor_primary_username, 
                                    causality_actor_primary_username)
| filter default_username != ""root""",0.6810992440723411
22,"The result records created by expandarray are in no particular order. However, you can use the Sort stage to sort the results:","dataset=my_dataset 
| arrayexpand array_values 
| sort asc array_values
",0.678775149337302
49,Return the last chronologically occurring record for any given actor_primary_username value.,"dataset = xdr_data 
| fields actor_primary_username as apu 
| filter apu != null 
| dedup apu by desc _time
",0.6770608958021184
48,"Return unique values for the actor_primary_username field. For any given field value, return the first chronologically occurring record.","dataset = xdr_data 
| fields actor_primary_username as apu 
| filter apu != null 
| dedup apu by asc _time
",0.6730562587095282
65,"Use the dedup stage collect unique combinations of event_type and event_sub_type values. Highlight the word ""STREAM"" when it appears in the result set.","dataset = xdr_data 
| fields event_type, event_sub_type 
| dedup event_type, event_sub_type by asc _time 
| view highlight fields = event_sub_type values = ""STREAM""",0.6695267462595185
61,"Subsequently, you can query the new dataset. Notice that the field names used by the new dataset conform to the aliases that you used when you created the dataset:","dataset = abt_dataset 
| filter abt = 1603986614040
",0.6691763013902303
6,Write XQL query to Data Lake and return the maximum value of the action_total_download field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data | fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download | filter Download > 0 | limit 100 | comp max(Download) as max_download by Process_Path, Process_CMD addrawdata = true as raw_data",0.6644214473454613
59,"Return the action_country and event_timestamp fields from all xdr_data records where the action_country field is not ""-"". Sort the result set first by the action_country field value in descending order, then by event_timestamp field in ascending order.","dataset = xdr_data 
| fields action_country as ac, event_timestamp as et 
| replacenull ac = ""N/A"" 
| filter ac != ""-""
| sort desc ac, asc et
",0.6639412463928133
31,"Returns an approximate sum of the top 10 agent IDs in the agent_id field by their action_session_duration. The return value is an array containing 10 JSON strings with a ""value"" and ""sum"" for each agent_id.","dataset = xdr_data
| fields agent_id, action_session_duration
| comp approx_top(agent_id, 10, action_session_duration)",0.6634330073950648
77,"Display the first non-NULL action_boot_time field value. In a second column called abt_string, use the concat() function to prepend ""str: "" to the value, and then display it.","dataset = xdr_data 
| fields action_boot_time as abt 
| filter abt != null 
| alter abt_string = concat(""str: "", to_string(abt)) 
| limit 1 ",0.6631486373701676
69,"When the dfe_labels array is not empty, use the Alter stage to assign a value to a field called x that returns the value of the arrayfilter function. The arrayfilter function filters the dfe_labels array for the array element set to network.","dataset = xdr_data 
| filter dfe_labels != null
| alter x = arrayfilter(dfe_labels , ""@element"" = ""network"") 
| fields x, dfe_labels 
| limit 100 ",0.6631341406483651
107,"Display the first non-NULL action_boot_time field value. In a second column called abt_string, use the concat function to prepend ""str: "" to the value, and then display it.","dataset = xdr_data 
| fields action_boot_time as abt 
| filter abt != null 
| alter abt_string = concat(""str: "", to_string(abt)) 
| limit 1 ",0.6630335957075078
52,"Return the action_country field from all xdr_data records where the action_country field is both not null and not ""-"". Also include all fields with names that match event_* except for event_type","dataset = xdr_data 
| fields action_country as ac 
| fields event_* 
| fields - event_type 
| filter ac != null and ac != ""-"" ",0.6626861044702796
75,"Retrieve all action_app_id_transitions that are not null, combine each array into a string where array elements are delimited by "" : "", and then use Dedup the resulting string.","dataset = xdr_data 
| fields action_app_id_transitions  as aait 
| alter transitions_string = arraystring(aait, "" : "") 
| dedup transitions_string by asc _time 
| filter aait != null
",0.6619623994547807
55,"Return a maximum of 1000 xdr_data records with all the available geolocation data with the predefined column names, and add the specified suffix _remote_id to each predefined column name, where no record with a null value for action_remote_ip is included.","dataset = xdr_data 
| limit 1000
| filter action_remote_ip != null
| iploc action_remote_ip suffix=_remote_id 
",0.660183804813288
63,"Returns a table with 3 columns called ACTION_COUNTRY, EVENT_ID, and TOTAL with a single unique value for the event_id for each action_country with the corresponding count in the TOTAL column.","dataset = xdr_data 
| top 1 event_id by action_country top_count as total",0.65986476313978
24,"Return a maximum of 1,000 xdr_data records with the events of the _time field grouped by 1-hour increments starting from the epoch time 1615353499.","dataset = xdr_data 
| bin _time span = 1h timeshift = 1615353499 
| limit 1000
",0.6575519416858988
58,"Return the action_country field from every xdr_data records where the action_country field is null, using the string N/A in the place of an empty field value.","dataset = xdr_data 
| fields action_country as ac 
| replacenull ac = ""N/A"" 
| filter ac = ""N/A""",0.6556695696078723
64,"First, create a dataset using the target stage. This results in a persistent stage that we can use later with a union stage.","dataset = xdr_data
| filter event_type = FILE and event_sub_type = FILE_WRITE 
| fields agent_id, action_file_sha256 as file_hash, agent_hostname 
| target type=dataset file_event
",0.6555598822203101
68,Use the Alter stage to assign a value to a field called x that returns the value of the arrayfilter function. The arrayfilter function filters the dfe_labels array and returns the array value when the backtrace_identities array contains more than 1 element.,"dataset in (xdr_data) 
| alter x = arrayfilter(dfe_labels , array_length(backtrace_identities) > 1) 
| fields x, dfe_labels 
| limit 100 ",0.6550230039032632
5,Write XQL query to Data Lake and return a count of all values seen for the actor_process_image_path field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records where action_total_download is higher than 0 and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data | fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download | filter Download > 0 | limit 100 | comp count(Process_Path) as num_process_path by process_path, process_cmd addrawdata = true as raw_data | sort desc process_path",0.6535980733669531
82,"If '.exe' is present on the action_process_image_name field value, replace that substring with an empty string. This example uses the replace and lowercase functions, as well as the contains operator to perform the conditional check.","dataset = xdr_data 
| fields action_process_image_name as apin 
| filter apin != null 
| alter remove_exe_process = 
    if(lowercase(apin) contains "".exe"",   | limit 10
",0.6532871896332151
56,"Return a maximum of 1000 xdr_data records with the specific geolocation data associated with the action_remote_ip field that includes the name of the country (contained in loc_country ) in a column called country, where no record with a null value for either country or action_remote_ip is included. The results are displayed in a graph type of kind map, where the x-axis represents the country and the y-axis the action_remote_ip.","dataset = xdr_data 
| limit 1000
| iploc action_remote_ip loc_country as country  
| filter country != null and action_remote_ip  != null 
| view graph type = map xaxis = country yaxis = action_remote_ip
",0.6518998136360069
96,"If '.exe' is present on the action_process_image_name field value, replace that substring with an empty string. This example uses the if and lowercase functions, as well as the contains operator to perform the conditional check.","dataset = xdr_data 
| fields action_process_image_name as apin 
| filter apin != null 
| alter remove_exe_process = if(lowercase(apin) contains "".exe"",
                              replace(lowercase(apin),"".exe"",""""),
                              lowercase(apin)) 
| limit 10
",0.6508387798554753
54,"Return a maximum of 1000 xdr_data records with the specific geolocation data associated with the action_remote_ip field, where no record with a null value for action_remote_ip is included, and displays the name of the city in a column called city and a combination of the latitude and longitude in a column called loc_latlon with comma-separated values of latitude and longitude.","dataset = xdr_data
| limit 1000 
| filter action_remote_ip != null 
| iploc action_remote_ip loc_city as city, loc_latlon
",0.6506975124501899
116,"Write XQL query to Data Lake to look for Binaries dropped than executed. The query finds file being written to disk with information related to file path, signer and actor. And looks for a process start events with its relevant fields, then setting conditions to join by, such as making sure the file written to disk is the same process that was executed on the same agent, AND that the process that executed the new file is
not the same as the one who wrote it to disk.","dataset = xdr_data  | filter event_type = FILE AND event_sub_type = FILE_WRITE  | fields agent_id, action_file_sha256 as file_hash, agent_hostname, actor_process_image_path as writer_path, actor_process_signature_vendor as writer_signer, action_file_path as written_path, _time as written_time  | join (dataset=xdr_data | filter event_type = PROCESS AND event_sub_type = PROCESS_START | fields actor_process_image_path as executed_by, actor_process_signature_vendor as executor_signer, agent_id, action_process_image_sha256, action_process_image_path as executed_path, action_process_signature_vendor as executed_vendor, _time as executed_time) as execution agent_id = execution.agent_id AND file_hash=execution.action_process_image_sha256 AND written_path=execution.executed_path AND writer_path != execution.executed_by  | dedup agent_hostname, writer_path, writer_signer, file_hash, written_path, executed_path, executed_vendor, executed_by, executor_signer by asc executed_time  | fields agent_hostname, writer_path, writer_signer, file_hash, written_path, executed_path, executed_vendor, executed_by, executor_signer  | filter lowercase(action_file_path) ~= ""c:\\users\\public\\.*?.(exe|dll|sys|scr|msi)"" AND event_sub_type = FILE_WRITE AND action_file_sha256 != null  | fields action_file_path as file_path, action_file_sha256 as file_sha256, actor_process_image_path as process_path, actor_process_command_line as process_cmd, causality_actor_process_image_path as cgo_path, causality_actor_process_command_line as cgo_cmd  | dedup file_path, file_sha256, process_path, process_cmd, cgo_path, cgo_cmd by asc _time  | dataset = xdr_data | filter event_type = EVENT_LOG AND action_evtlog_event_id = 4624  | alter Source_IP = arrayindex(regextract(action_evtlog_message, ""Source Network Address:.*?(\d+\.\d+\.\d+\.\d+)\r\n""),0), User_Name = arrayindex(regextract(action_evtlog_message,""New Logon:\r\n.*\r\n.*?Account Name:.*?(\w.*?)\r\n""),0) | fields User_Name, Source_IP, agent_hostname as logged_in_to_host | filter (User_Name != ""SYSTEM"" AND User_Name NOT CONTAINS ""$"") AND Source_IP != ""0.0.0.0"" | comp count(User_Name ) as total_successful_logins by Source_IP, User_Name ,logged_in_to_host | fields total_successful_logins , Source_IP , User_Name ,logged_in_to_host |alter internal1 = incidr(Source_IP , ""172.16.0.0/12"")  |alter internal2 = incidr(Source_IP, ""10.0.0.0/8"") |alter internal3 = incidr(Source_IP, ""192.168.0.0/16"") |filter internal1 = false AND internal2 = false AND internal3 = false AND source_ip != ""127.0.0.1"" | fields -internal1 | fields -internal2 | fields -internal3 | join type = left ( filter event_type = EVENT_LOG AND (action_evtlog_event_id = 4625)  | alter Failed_Source_IP = arrayindex(regextract(action_evtlog_message, ""Source Network Address:.*?(\d+\.\d+\.\d+\.\d+)\r\n""),0) | comp count(Failed_Source_IP) as total_failed_logins by agent_hostname ,Failed_Source_IP ) as failed_logins failed_logins.Failed_Source_IP = Source_IP and failed_logins.agent_hostname = logged_in_to_host | filter total_failed_logins > total_successful_logins AND total_failed_logins > 20  | fields -Failed_Source_IP | fields -agent_hostname | alter ratio_between_fails_to_success = divide(total_failed_logins , total_successful_logins )",0.6503580412983557
89,"Returns a final object to a field called a that contains the key and value pair {â€œ2â€:â€œpasswordâ€}, where the ""password"" value is comprised by joining 2 values together.","dataset = xdr_data
| alter a = object_create(""2"", concat(""pass"", ""word""))
| fields a",0.6500160557408934
88,"Convert all actor_process_image_name field values that are not null to lowercase, and return a list of unique values.","dataset = xdr_data 
| fields actor_process_image_name as apin 
| dedup apin by asc _time 
| filter apin != null 
| alter apin = lowercase(apin)",0.6456870688513178
109,"Convert all actor_process_image_name field values that are not null to uppercase, and return a list of unique values.","dataset = xdr_data 
| fields actor_process_image_name as apin 
| dedup apin by asc _time 
| filter apin != null 
| alter apin = uppercase(apin)",0.6427336492363153
23,"Return a maximum of 1,000 xdr_data records with the events of the action_total_upload field grouped by 50MB. Records with the action_total_upload value set to 0 or null are not included in the results.","dataset = xdr_data
| filter action_total_upload != 0 and action_total_upload != null 
| bin action_total_upload bins = 50 
| limit 1000
",0.6410860051309192
92,"Returns a maximum of 100 microsoft_dhcp_raw records, which includes a TIMESTAMP object in the p_t_test field in the format MMM dd YYYY HH:mm:ss, such as Jun 25th 2021 18:31:25. This format is detailed in the format_string function, which includes merging both the date and time fields.","dataset = microsoft_dhcp_raw 
| alter p_t_test = parse_timestamp(""%m/%d/%y %H:%M:%S"", format_string(""%s %s"", date, time)) 
| fields p_t_test 
| limit 100
",0.6382531850776931
72,"When the dfe_labels array is not empty, use the Alter stage to assign the 0-based index value returned by the arrayindexof function to a field called x. The arrayindexof function reviews the dfe_labels array and looks for the array element set to network. Otherwise, a NULL value is assigned to the x field.","dataset = xdr_data 
| filter dfe_labels != null
| alter x = arrayindexof(dfe_labels , ""@element"" = ""network"") 
| fields x, dfe_labels 
| limit 100 ",0.6369540874191437
